system_name,n_particles,theta,softening,mean_relative_error,median_relative_error,max_relative_error,direct_runtime_s,barnes_hut_runtime_s,speedup
plummer_sphere,500,0.2,0.1,0.00032256508213111845,0.0002863989336585734,0.0014193860352096394,0.018466114999910133,0.4254371879999326,0.04340503256596614
plummer_sphere,500,0.4,0.1,0.002692387063190812,0.002208384416986741,0.021183127088411156,0.024295763999930386,0.2574914350000199,0.09435562002257865
plummer_sphere,500,0.6,0.1,0.008441989765693837,0.006867582012139155,0.04914314405874513,0.018350414999986242,0.1727964350000093,0.10619672217187383
plummer_sphere,500,0.8,0.1,0.017302052367412942,0.012964984917512964,0.13301368589834658,0.017652011999985007,0.12530656600006296,0.1408706068920294
plummer_sphere,500,1.0,0.1,0.03226746863711737,0.022999084967904794,0.2978514741324161,0.016980934999992314,0.13925717600000098,0.12193938932089356
