system_name,n_particles,theta,softening,mean_relative_error,median_relative_error,max_relative_error,direct_runtime_s,barnes_hut_runtime_s,speedup
random_cloud,500,0.2,0.05,0.0003525939110991552,0.0002525785626955385,0.0030266821039984814,0.018677683999953842,0.3871041290000221,0.04824976692499391
random_cloud,500,0.4,0.05,0.0031212210485180468,0.002260651789573239,0.02775392047965725,0.019490971999971407,0.1777941700000838,0.10962660924124915
random_cloud,500,0.6,0.05,0.010527182593490583,0.007847742627997365,0.08734884742201719,0.01544897700000547,0.08543120199999521,0.18083529949638702
random_cloud,500,0.8,0.05,0.024787706555453277,0.018361037821228672,0.2985412977429619,0.014400502000057713,0.05285318900007496,0.27246231064765625
random_cloud,500,1.0,0.05,0.04721209364985234,0.03281564801411246,0.49720620651137654,0.013843868000094517,0.03761715599989657,0.36802005978688507
